STATE,WEEK,SU_ID,perception,ECON1,ECON2,ECON1_worked,ECON2_hours
TX,3,0021111402,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028264248,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0022949804,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040006919,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
NY,3,0029527832,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025522079,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040004897,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029671770,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0028043317,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023349131,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029580131,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023619526,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0026215746,0.072,"(1) Yes, I worked for someone else for wages, salary, piece",57,1.0,57.0
TX,3,0026436936,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020047734,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0023228755,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
TX,3,0040001385,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024261480,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025176537,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0028267495,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023788464,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",44,1.0,44.0
NY,3,0020487124,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,3,0040010263,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024796038,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028305996,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040001226,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029455976,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040010317,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0022818633,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022746183,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021292475,0.237,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007725,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040009493,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025914509,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026339719,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007902,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007903,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040001743,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",21,1.0,21.0
TX,3,0022185351,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023901892,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026890955,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,3,0026287437,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
TX,3,0022330591,0.015,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0026232498,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029854992,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022856822,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024885076,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029040543,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025113141,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0025195456,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029666450,0.135,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,3,0040007859,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0026572387,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023329489,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,3,0020214855,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040009325,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0026700018,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0024288579,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040001390,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0027195956,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",43,1.0,43.0
TX,3,0040002699,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",70,1.0,70.0
NY,3,0040008007,0.123,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040001745,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029533606,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024808024,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
NY,3,0028779893,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0027515147,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0024938297,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026825718,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026067796,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007108,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040008549,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
TX,3,0023149276,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0027063140,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,3,0040004771,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0021453688,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040006028,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040002272,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0020692190,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026761433,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040004573,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028812232,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023996532,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0029281560,0.032,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0024935012,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,3,0040002448,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040003383,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0024734073,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027282070,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021948543,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029347241,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",20,1.0,20.0
NY,3,0040005657,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029654551,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023832296,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029268711,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",55,1.0,55.0
NY,3,0022625780,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020608455,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0028086601,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022124160,0.725,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022514681,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
NY,3,0023453545,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040001032,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0022799252,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020373205,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026116026,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022505996,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",43,1.0,43.0
NY,3,0040009050,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040003233,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040008400,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,3,0027704378,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",32,1.0,32.0
NY,3,0040004776,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",5,1.0,5.0
TX,3,0040003396,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040004819,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040000714,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040004214,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040001785,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008374,0.123,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025746287,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020101549,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,3,0020687588,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023049477,0.273,(98) SKIPPED ON WEB,,,
TX,3,0027235156,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0020942024,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007874,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0020903044,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",48,1.0,48.0
NY,3,0040002930,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,3,0040009268,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023036923,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0029127875,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025284257,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023361141,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0021370147,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0029832989,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022907059,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025412724,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027977941,0.003,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027532658,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025770125,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040008202,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022998357,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040006605,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022014878,0.027,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0028241118,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029583303,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020188382,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040008000,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
NY,3,0027061608,0.15,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020075569,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025221992,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020818662,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040006349,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0023655349,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020974231,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022074236,0.012,1,,,
NY,3,0022869343,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024255680,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022744838,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040002503,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",20,1.0,20.0
NY,3,0020077344,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
TX,3,0040008006,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0025511772,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0028793053,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0021423237,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029490544,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",42,1.0,42.0
TX,3,0024250660,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026037990,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0024082007,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0021201803,0.032,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040008411,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040003807,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",15,1.0,15.0
NY,3,0029827808,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0026611517,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023010881,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040000298,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",46,1.0,46.0
NY,3,0024090203,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026354733,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040000856,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040002927,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040007693,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",38,1.0,38.0
TX,3,0040007042,0.123,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040003632,0.123,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0026998937,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0020794297,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0022382709,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023498637,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028985406,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0028682764,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040006162,0.312,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026708256,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040008203,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040006560,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020266786,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",35,1.0,35.0
NY,3,0026935296,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0026165591,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023908939,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025630666,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008171,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0025088820,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028662321,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024779773,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0025429166,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0028335467,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",44,1.0,44.0
TX,3,0022354417,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022775210,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027200667,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023601245,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040007726,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020884670,0.2,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029645116,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040007691,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0022480596,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025818536,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040003346,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,3,0028432782,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0020867931,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0025297941,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027037311,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0021264900,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0023906523,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0028627653,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040003636,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0025473520,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024061944,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021841992,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022190771,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024583106,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022971483,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0028633543,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0029154057,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040002671,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040008206,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026132972,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040007653,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
TX,3,0023703255,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024668321,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021526990,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021143455,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021892116,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0022514643,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0028962475,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040008002,0.25,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0026138456,0.013,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024739973,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",24,1.0,24.0
TX,3,0022166193,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0027202895,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040008200,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028861998,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0020205550,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022483454,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040002734,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025188786,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025992207,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026790826,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040004753,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028225291,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024500809,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040002849,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028525790,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0020667934,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0027636289,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040002134,0.237,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0026944288,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022269213,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025489669,0.023,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0022797306,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0027448102,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0020660691,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040003362,0.027,"(1) Yes, I worked for someone else for wages, salary, piece",43,1.0,43.0
NY,3,0021968258,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",45,1.0,45.0
TX,3,0026064487,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022460693,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",10,1.0,10.0
TX,3,0026812409,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040000916,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040007937,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0021265751,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021998998,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",48,1.0,48.0
NY,3,0020173105,0.037,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0020781534,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0029034352,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040008344,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0020513987,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0020449860,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027920234,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040010323,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0021466616,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029808941,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0023732682,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0022225805,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022478383,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040000905,0.123,"(1) Yes, I worked for someone else for wages, salary, piece",52,1.0,52.0
TX,3,0025299395,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023516629,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0040008540,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0024426417,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",60,1.0,60.0
TX,3,0027683543,0.032,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021804393,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
NY,3,0023581580,0.025,(98) SKIPPED ON WEB,,,
NY,3,0026219823,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024364733,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0028418212,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040004750,0.273,"(1) Yes, I worked for someone else for wages, salary, piece",65,1.0,65.0
NY,3,0040002092,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040008397,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029214957,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029887486,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040007073,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0020818287,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0025994115,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
TX,3,0040008591,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0025043380,0.25,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040002094,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0028206503,0.012,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029283550,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",40,1.0,40.0
NY,3,0026998127,0.275,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040007885,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0027079301,0.125,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0040000495,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",50,1.0,50.0
NY,3,0023580715,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0023947832,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0028244125,0.023,"(1) Yes, I worked for someone else for wages, salary, piece",37,1.0,37.0
NY,3,0020890384,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0021824693,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0029277611,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0040005105,0.125,"(1) Yes, I worked for someone else for wages, salary, piece",30,1.0,30.0
TX,3,0040007648,0.012,"(1) Yes, I worked for someone else for wages, salary, piece",32,1.0,32.0
TX,3,0028436117,0.125,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024359074,0.015,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0027114854,0.025,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0029462055,0.012,"(3) No, I did not work for pay last week.",,0.0,
TX,3,0022562482,0.023,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024695919,0.275,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0024716635,0.025,"(1) Yes, I worked for someone else for wages, salary, piece",65,1.0,65.0
NY,3,0040008596,0.025,"(3) No, I did not work for pay last week.",,0.0,
NY,3,0025525813,0.125,"(3) No, I did not work for pay last week.",,0.0,
